0,38.750000,39.060001
0,37.380001,39.160000
0,37.500000,37.630001
1,37.540001,37.500000
1,37.270000,37.259998
1,37.020000,36.930000
1,37.509998,37.180000
1,37.630001,37.500000
0,36.720001,37.410000
0,36.439999,36.919998
1,36.599998,36.360001
1,36.660000,36.509998
1,36.900002,36.759998
0,36.520000,36.900002
0,36.259998,36.380001
0,36.029999,36.150002
0,36.169998,36.180000
1,35.990002,35.900002
1,36.029999,35.860001
0,35.750000,35.880001
1,35.560001,35.320000
1,35.529999,35.380001
0,35.419998,35.540001
0,34.950001,35.299999
1,35.000000,34.930000
0,34.730000,34.939999
1,34.730000,34.490002
0,34.270000,34.740002
0,33.020000,33.820000
1,34.259998,34.160000
0,31.750000,34.000000
0,32.599998,32.799999
1,32.689999,32.240002
1,33.220001,32.689999
1,34.200001,33.500000
1,35.790001,34.320000
0,34.889999,35.919998
1,36.509998,35.220001
1,37.099998,36.869999
0,34.660000,35.200001
1,34.610001,34.509998
1,35.389999,34.549999
0,35.189999,35.470001
1,35.049999,34.970001
0,35.230000,35.369999
1,35.980000,35.270000
0,35.770000,35.950001
1,36.299999,35.790001
1,37.189999,36.470001
1,37.169998,36.790001
0,36.630001,37.009998
0,36.330002,36.669998
0,36.240002,36.259998
1,36.540001,36.250000
1,36.759998,36.560001
1,37.000000,36.759998
0,36.930000,37.029999
1,37.119999,36.790001
0,37.250000,37.279999
1,37.590000,37.580002
1,38.049999,37.660000
1,38.130001,38.070000
0,38.000000,38.049999
1,38.029999,38.000000
0,37.900002,37.990002
0,37.799999,38.160000
0,37.240002,37.830002
0,36.990002,37.150002
1,36.849998,36.840000
0,35.389999,37.000000
1,35.720001,35.119999
1,35.509998,35.480000
1,35.509998,35.340000
1,35.730000,35.070000
0,35.299999,35.590000
0,35.259998,35.299999
1,35.279999,35.119999
1,35.430000,35.200001
0,34.770000,35.169998
1,35.220001,34.820000
0,34.669998,35.040001
1,35.110001,35.070000
0,35.279999,35.330002
1,35.330002,35.189999
1,35.730000,35.610001
0,36.000000,36.110001
0,35.709999,35.939999
0,35.400002,35.599998
0,34.759998,35.430000
1,35.130001,35.040001
1,35.169998,34.980000
0,34.549999,35.150002
1,34.779999,34.520000
0,34.520000,34.810001
1,34.689999,34.430000
0,34.419998,34.820000
1,34.349998,34.150002
1,34.200001,34.150002
0,33.930000,33.970001
0,33.439999,33.849998
0,33.549999,33.650002
1,33.880001,33.500000
1,33.910000,33.869999
1,34.040001,34.000000
1,34.209999,33.880001
0,33.930000,34.180000
1,33.889999,33.680000
0,33.869999,33.910000
0,33.759998,33.910000
1,33.849998,33.590000
1,34.540001,33.950001
0,34.380001,34.520000
1,34.529999,34.220001
1,34.689999,34.480000
1,34.939999,34.709999
0,34.900002,34.910000
1,35.060001,34.900002
0,34.000000,35.160000
1,33.740002,33.389999
1,33.459999,33.250000
1,33.630001,33.610001
0,33.689999,33.740002
1,33.840000,33.840000
0,33.709999,33.869999
0,33.549999,33.759998
0,33.419998,33.689999
0,33.369999,33.430000
1,33.560001,33.500000
0,33.419998,33.639999
0,33.049999,33.349998
1,33.500000,33.099998
0,32.310001,33.720001
1,32.450001,31.780001
1,32.980000,32.520000
1,33.139999,32.799999
0,32.549999,33.110001
0,32.369999,32.520000
1,32.970001,32.410000
1,33.130001,32.970001
0,32.919998,33.279999
0,32.400002,32.820000
0,32.230000,32.360001
1,32.290001,32.230000
1,32.340000,32.320000
1,32.480000,32.130001
0,32.290001,32.500000
1,32.740002,32.490002
1,33.119999,32.639999
0,32.779999,33.060001
0,32.720001,32.959999
0,31.650000,32.189999
1,31.830000,31.580000
0,31.940001,32.000000
1,31.840000,31.740000
1,31.889999,31.770000
1,32.040001,31.940001
1,32.290001,31.930000
1,32.599998,32.490002
1,32.990002,32.389999
0,32.599998,32.900002
1,32.570000,32.450001
1,33.299999,32.799999
0,32.639999,32.720001
1,32.689999,32.450001
1,32.900002,32.700001
1,33.230000,32.639999
1,33.619999,33.000000
0,33.340000,33.610001
0,32.299999,33.230000
0,32.290001,32.360001
1,32.189999,32.040001
1,32.160000,31.930000
1,32.770000,32.349998
0,31.820000,32.560001
1,32.020000,31.629999
0,31.830000,31.950001
1,31.500000,31.480000
0,30.600000,31.620001
0,30.030001,30.559999
0,29.250000,29.480000
0,28.870001,29.070000
1,29.639999,28.910000
1,29.809999,29.590000
1,30.000000,29.910000
1,30.049999,29.900000
0,30.250000,30.340000
0,29.990000,30.090000
1,30.120001,29.940001
0,29.930000,30.120001
0,29.260000,29.730000
0,29.840000,29.879999
0,29.719999,29.750000
1,29.910000,29.900000
0,29.820000,29.879999
0,29.660000,29.920000
1,30.620001,29.790001
0,29.320000,30.190001
0,29.430000,29.450001
1,30.000000,29.580000
0,29.860001,30.020000
0,29.309999,29.830000
0,29.360001,29.420000
0,28.879999,29.360001
1,29.010000,28.809999
0,28.700001,29.070000
0,28.230000,28.490000
1,28.170000,28.010000
0,28.139999,28.330000
1,29.059999,28.040001
0,28.940001,29.000000
0,29.150000,29.250000
0,28.920000,29.020000
0,28.570000,29.000000
0,28.530001,28.600000
1,29.040001,28.490000
1,29.420000,29.370001
0,29.629999,29.840000
0,29.799999,29.900000
0,29.750000,29.799999
0,29.500000,29.559999
1,28.900000,28.840000
0,28.120001,28.850000
0,27.709999,28.120001
1,27.730000,27.700001
0,27.570000,27.610001
1,28.180000,27.450001
1,28.430000,28.180000
1,28.299999,28.290001
0,27.709999,28.340000
1,27.879999,27.660000
0,27.920000,27.980000
1,28.240000,28.070000
1,28.430000,28.190001
0,28.200001,28.309999
0,28.000000,28.160000
0,27.990000,28.049999
1,28.010000,27.790001
0,27.549999,28.040001
0,27.370001,27.510000
1,27.520000,27.450001
0,26.750000,26.900000
0,26.670000,26.770000
1,27.049999,26.600000
0,26.850000,26.990000
0,27.000000,27.040001
1,27.610001,27.250000
0,27.610001,27.700001
1,28.150000,27.250000
0,28.049999,28.129999
0,27.230000,27.500000
0,27.240000,27.320000
1,17284146866778275840.000000,0.000000
